Crop,Rainfall,Water Source,Soil Type,Organic,Fertilizers Used,Climate,Season,Labor Availability,Yield
Maize,Less/No Rain,Bore,Loamy,Yes,Potash,Dry,Summer,High,51
Rice,Abundant,Rain,Silt,Yes,Potash,Tropical,Summer,Medium,65
Grape,Medium,Bore,Sandy,No,DAP,Tropical,Summer,Low,68
Rice,Abundant,Bore,Silt,No,DAP,Tropical,Summer,Medium,28
Millet,Less/No Rain,Other,Sandy,Yes,Compost,Dry,Summer,Medium,64
Wheat,Medium,Bore,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,87
Rice,Abundant,Rain,Silt,No,"DAP, Compost",Tropical,Summer,Medium,60
Millet,Less/No Rain,Other,Sandy,No,"Urea, Potash",Dry,Summer,High,69
Soybean,Medium,Bore,Loamy,Yes,None,Temperate,Summer,Low,31
Grape,Medium,Other,Loamy,Yes,DAP,Tropical,Summer,Medium,66
Sugarcane,Abundant,Bore,Clay,No,"Urea, DAP, Potash",Tropical,Spring,Medium,50
Turmeric,Abundant,Bore,Loamy,Yes,Urea,Tropical,Summer,Medium,84
Maize,Medium,Other,Sandy,No,Urea,Dry,Spring,Low,74
Millet,Less/No Rain,Bore,Sandy,Yes,Urea,Dry,Summer,Medium,45
Millet,Less/No Rain,Other,Loamy,No,"DAP, Compost",Dry,Summer,Medium,24
Soybean,Medium,Other,Sandy,No,"DAP, Compost",Tropical,Summer,Low,52
Sugarcane,Abundant,Rain,Clay,Yes,DAP,Tropical,Spring,High,33
Millet,Less/No Rain,Rain,Loamy,Yes,None,Dry,Summer,High,63
Grape,Medium,Rain,Loamy,Yes,"DAP, Compost",Tropical,Spring,Medium,31
Barley,Medium,Other,Sandy,No,None,Temperate,Spring,High,78
Grape,Medium,Bore,Sandy,No,"DAP, Compost",Tropical,Summer,Medium,72
Soybean,Medium,Bore,Loamy,Yes,Potash,Tropical,Summer,Low,77
Maize,Medium,Rain,Sandy,Yes,Compost,Temperate,Summer,High,27
Wheat,Medium,Rain,Sandy,Yes,"DAP, Compost",Temperate,Autumn,High,72
Millet,Less/No Rain,Rain,Sandy,No,Potash,Dry,Summer,Low,42
Millet,Less/No Rain,Other,Loamy,No,"DAP, Compost",Dry,Summer,Medium,88
Wheat,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Temperate,Autumn,Medium,21
Maize,Medium,Rain,Sandy,Yes,"DAP, Compost",Dry,Spring,Low,44
Grape,Medium,Other,Loamy,No,"DAP, Compost",Temperate,Spring,Medium,95
Soybean,Medium,Rain,Sandy,Yes,Urea,Temperate,Spring,Low,55
Maize,Medium,Bore,Sandy,No,"Urea, Potash",Dry,Summer,High,25
Rice,Abundant,Other,Silt,No,"Urea, DAP, Potash",Tropical,Summer,Low,96
Maize,Medium,Bore,Sandy,Yes,Potash,Temperate,Spring,Medium,30
Rice,Abundant,Bore,Silt,No,DAP,Tropical,Summer,Low,24
Barley,Medium,Bore,Loamy,Yes,Compost,Temperate,Spring,High,32
Soybean,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,Low,26
Mango,Abundant,Bore,Sandy,No,Urea,Tropical,Spring,Medium,20
Turmeric,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Autumn,Medium,85
Grape,Medium,Rain,Sandy,No,"Urea, DAP, Potash",Temperate,Summer,High,95
Barley,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,Medium,86
Grape,Medium,Bore,Loamy,Yes,"Urea, DAP, Potash",Temperate,Summer,Medium,38
Sugarcane,Abundant,Bore,Loamy,No,None,Tropical,Summer,Low,30
Wheat,Medium,Other,Loamy,No,"DAP, Compost",Temperate,Autumn,Medium,31
Soybean,Medium,Bore,Loamy,Yes,Compost,Tropical,Spring,High,42
Barley,Medium,Bore,Sandy,No,"DAP, Compost",Temperate,Spring,High,95
Turmeric,Abundant,Bore,Loamy,Yes,"DAP, Compost",Tropical,Summer,Low,29
Grape,Medium,Rain,Loamy,Yes,None,Temperate,Spring,Medium,27
Grape,Medium,Other,Sandy,Yes,None,Temperate,Spring,Low,29
Mango,Abundant,Bore,Loamy,Yes,Potash,Tropical,Spring,Medium,26
Turmeric,Abundant,Bore,Loamy,Yes,DAP,Tropical,Summer,High,98
Millet,Less/No Rain,Bore,Loamy,Yes,"Urea, Potash",Dry,Summer,Medium,90
Cotton,Abundant,Rain,Sandy,Yes,Potash,Tropical,Summer,Low,27
Rice,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,High,51
Turmeric,Abundant,Bore,Loamy,No,"Urea, DAP, Potash",Tropical,Autumn,High,84
Millet,Less/No Rain,Rain,Loamy,No,Potash,Dry,Summer,Low,68
Wheat,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Spring,Medium,32
Mango,Abundant,Other,Sandy,No,"Urea, DAP, Potash",Tropical,Spring,Medium,49
Turmeric,Abundant,Bore,Loamy,No,Potash,Tropical,Autumn,Medium,38
Millet,Less/No Rain,Bore,Sandy,No,"DAP, Compost",Dry,Summer,High,95
Soybean,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Summer,Low,32
Millet,Less/No Rain,Rain,Loamy,Yes,"Urea, DAP, Potash",Dry,Summer,Medium,95
Soybean,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Spring,High,76
Wheat,Medium,Other,Sandy,Yes,"DAP, Compost",Temperate,Autumn,High,67
Sugarcane,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Summer,Low,87
Rice,Abundant,Rain,Silt,Yes,Potash,Tropical,Summer,High,62
Wheat,Medium,Rain,Loamy,Yes,"DAP, Compost",Temperate,Autumn,High,41
Turmeric,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Summer,Medium,47
Mango,Abundant,Bore,Sandy,No,None,Tropical,Summer,Medium,64
Barley,Medium,Bore,Sandy,No,Urea,Temperate,Spring,Low,79
Grape,Medium,Rain,Loamy,No,"DAP, Compost",Tropical,Spring,Medium,63
Rice,Abundant,Other,Clay,Yes,Compost,Tropical,Summer,High,25
Sugarcane,Abundant,Bore,Clay,Yes,Potash,Tropical,Spring,Low,26
Grape,Medium,Other,Loamy,No,"Urea, Potash",Temperate,Summer,High,28
Wheat,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,High,76
Sugarcane,Abundant,Other,Loamy,Yes,DAP,Tropical,Summer,High,80
Barley,Medium,Other,Loamy,Yes,None,Temperate,Spring,Medium,29
Soybean,Medium,Rain,Loamy,Yes,"Urea, Potash",Temperate,Summer,Low,36
Sugarcane,Abundant,Rain,Clay,Yes,Urea,Tropical,Summer,Medium,97
Mango,Abundant,Rain,Loamy,Yes,"Urea, Potash",Tropical,Summer,Medium,78
Soybean,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Tropical,Summer,High,67
Rice,Abundant,Other,Silt,No,Urea,Tropical,Summer,Low,56
Soybean,Medium,Rain,Sandy,Yes,None,Temperate,Summer,Medium,83
Sugarcane,Abundant,Bore,Clay,Yes,"Urea, Potash",Tropical,Spring,Medium,84
Wheat,Medium,Other,Sandy,Yes,None,Temperate,Autumn,Medium,68
Wheat,Medium,Rain,Sandy,Yes,Compost,Temperate,Spring,Medium,85
Wheat,Medium,Bore,Loamy,Yes,Potash,Temperate,Autumn,High,46
Cotton,Abundant,Other,Saline,No,DAP,Dry,Summer,Medium,94
Cotton,Abundant,Rain,Saline,Yes,"Urea, Potash",Tropical,Summer,Medium,71
Rice,Abundant,Bore,Silt,No,"Urea, DAP, Potash",Tropical,Summer,Low,36
Soybean,Medium,Rain,Loamy,No,Urea,Tropical,Spring,High,32
Rice,Abundant,Other,Silt,Yes,"Urea, Potash",Tropical,Summer,Medium,98
Grape,Medium,Rain,Loamy,No,Compost,Temperate,Summer,High,32
Barley,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,Low,72
Mango,Abundant,Bore,Loamy,No,DAP,Tropical,Summer,Medium,51
Turmeric,Abundant,Bore,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,86
Turmeric,Abundant,Bore,Loamy,Yes,Potash,Tropical,Summer,Medium,23
Rice,Abundant,Bore,Clay,Yes,DAP,Tropical,Summer,Low,95
Rice,Abundant,Rain,Clay,No,None,Tropical,Summer,Low,80
Barley,Medium,Other,Sandy,Yes,Compost,Temperate,Spring,Low,89
Wheat,Medium,Rain,Sandy,Yes,DAP,Temperate,Spring,Low,44
Turmeric,Abundant,Other,Loamy,No,None,Tropical,Summer,Medium,52
Barley,Medium,Other,Loamy,Yes,None,Temperate,Spring,High,44
Maize,Medium,Other,Sandy,No,"Urea, DAP, Potash",Temperate,Summer,Low,83
Grape,Medium,Bore,Loamy,Yes,Urea,Tropical,Summer,Low,76
Mango,Abundant,Other,Sandy,No,DAP,Tropical,Summer,Medium,66
Grape,Medium,Bore,Loamy,No,Potash,Temperate,Summer,Medium,30
Maize,Medium,Other,Loamy,No,Urea,Dry,Spring,Medium,88
Barley,Medium,Bore,Loamy,Yes,Compost,Temperate,Spring,Medium,51
Cotton,Abundant,Other,Saline,No,"Urea, Potash",Dry,Summer,Low,26
Millet,Less/No Rain,Rain,Sandy,No,Urea,Dry,Summer,Medium,29
Mango,Abundant,Rain,Sandy,No,"DAP, Compost",Tropical,Spring,High,51
Cotton,Abundant,Other,Saline,No,"Urea, DAP, Potash",Dry,Summer,Medium,32
Grape,Medium,Bore,Loamy,Yes,"DAP, Compost",Tropical,Summer,Medium,78
Maize,Less/No Rain,Other,Loamy,No,None,Dry,Spring,Medium,87
Millet,Less/No Rain,Rain,Sandy,Yes,Compost,Dry,Summer,High,71
Cotton,Abundant,Rain,Saline,No,"Urea, DAP, Potash",Tropical,Summer,Medium,95
Sugarcane,Abundant,Rain,Clay,No,"Urea, Potash",Tropical,Spring,Medium,21
Maize,Medium,Bore,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,High,96
Mango,Abundant,Bore,Sandy,No,"DAP, Compost",Tropical,Spring,Low,65
Wheat,Medium,Other,Loamy,No,"DAP, Compost",Temperate,Spring,Low,93
Cotton,Abundant,Bore,Saline,Yes,"Urea, Potash",Tropical,Summer,Medium,36
Turmeric,Abundant,Bore,Clay,Yes,"Urea, Potash",Tropical,Summer,Medium,41
Sugarcane,Abundant,Other,Clay,No,"Urea, DAP, Potash",Tropical,Spring,High,95
Wheat,Medium,Bore,Sandy,Yes,Urea,Temperate,Spring,High,21
Soybean,Medium,Other,Sandy,No,Compost,Temperate,Spring,High,71
Cotton,Abundant,Other,Sandy,No,Potash,Dry,Summer,High,94
Maize,Less/No Rain,Bore,Loamy,No,Compost,Temperate,Spring,High,21
Grape,Medium,Bore,Loamy,Yes,None,Tropical,Summer,High,79
Millet,Less/No Rain,Other,Sandy,No,"Urea, Potash",Dry,Summer,Low,24
Turmeric,Abundant,Bore,Loamy,Yes,"DAP, Compost",Tropical,Autumn,High,85
Rice,Abundant,Rain,Silt,No,None,Tropical,Summer,High,67
Soybean,Medium,Other,Sandy,No,"Urea, Potash",Temperate,Summer,High,24
Rice,Abundant,Other,Silt,Yes,None,Tropical,Summer,Low,32
Turmeric,Abundant,Rain,Loamy,No,Potash,Tropical,Autumn,Low,85
Millet,Less/No Rain,Bore,Loamy,No,"Urea, DAP, Potash",Dry,Summer,Low,61
Grape,Medium,Rain,Sandy,No,"Urea, Potash",Tropical,Summer,Low,42
Sugarcane,Abundant,Bore,Clay,No,Potash,Tropical,Spring,Medium,37
Soybean,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,31
Cotton,Abundant,Other,Saline,No,DAP,Tropical,Summer,Medium,59
Sugarcane,Abundant,Other,Clay,Yes,DAP,Tropical,Spring,Low,27
Barley,Medium,Rain,Loamy,Yes,DAP,Temperate,Spring,Medium,63
Millet,Less/No Rain,Rain,Sandy,No,Urea,Dry,Summer,Low,69
Barley,Medium,Bore,Loamy,No,None,Temperate,Spring,High,55
Sugarcane,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Summer,High,48
Maize,Less/No Rain,Other,Sandy,Yes,DAP,Dry,Spring,Low,24
Cotton,Abundant,Rain,Saline,Yes,Potash,Tropical,Summer,Low,85
Cotton,Abundant,Bore,Saline,No,Potash,Dry,Summer,Low,37
Rice,Abundant,Rain,Clay,No,DAP,Tropical,Summer,Low,50
Rice,Abundant,Bore,Clay,No,Potash,Tropical,Summer,High,94
Mango,Abundant,Rain,Loamy,No,Potash,Tropical,Spring,Medium,23
Cotton,Abundant,Other,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,High,65
Mango,Abundant,Bore,Loamy,Yes,"DAP, Compost",Tropical,Spring,Low,72
Grape,Medium,Other,Loamy,Yes,DAP,Tropical,Summer,High,41
Soybean,Medium,Bore,Loamy,No,Compost,Temperate,Summer,Low,68
Cotton,Abundant,Rain,Sandy,Yes,Compost,Tropical,Summer,Low,99
Maize,Medium,Rain,Sandy,No,DAP,Dry,Summer,High,83
Rice,Abundant,Other,Clay,No,Urea,Tropical,Summer,Medium,59
Cotton,Abundant,Rain,Saline,Yes,Potash,Tropical,Summer,High,96
Turmeric,Abundant,Bore,Loamy,Yes,"Urea, Potash",Tropical,Autumn,Medium,51
Millet,Less/No Rain,Rain,Loamy,No,"DAP, Compost",Dry,Summer,Medium,90
Grape,Medium,Bore,Loamy,Yes,"DAP, Compost",Tropical,Spring,High,92
Rice,Abundant,Bore,Clay,Yes,None,Tropical,Summer,Low,97
Wheat,Medium,Rain,Loamy,No,Compost,Temperate,Autumn,Low,59
Sugarcane,Abundant,Other,Loamy,Yes,Compost,Tropical,Spring,High,33
Cotton,Abundant,Bore,Sandy,Yes,Urea,Tropical,Summer,High,54
Wheat,Medium,Rain,Sandy,Yes,DAP,Temperate,Spring,Low,48
Soybean,Medium,Other,Sandy,No,Urea,Temperate,Spring,Low,25
Millet,Less/No Rain,Other,Sandy,Yes,"Urea, Potash",Dry,Summer,High,34
Cotton,Abundant,Bore,Sandy,No,None,Dry,Summer,High,86
Turmeric,Abundant,Rain,Clay,Yes,Potash,Tropical,Summer,Medium,67
Rice,Abundant,Other,Silt,No,Compost,Tropical,Summer,Low,86
Turmeric,Abundant,Bore,Clay,No,"Urea, DAP, Potash",Tropical,Summer,Low,79
Millet,Less/No Rain,Rain,Loamy,Yes,"Urea, DAP, Potash",Dry,Summer,Low,88
Sugarcane,Abundant,Other,Clay,No,"Urea, Potash",Tropical,Spring,High,73
Millet,Less/No Rain,Rain,Loamy,Yes,Compost,Dry,Summer,Low,93
Soybean,Medium,Bore,Loamy,Yes,"DAP, Compost",Temperate,Spring,Medium,64
Millet,Less/No Rain,Other,Loamy,Yes,Urea,Dry,Summer,Low,57
Sugarcane,Abundant,Rain,Loamy,No,Urea,Tropical,Spring,Low,68
Cotton,Abundant,Other,Sandy,No,"DAP, Compost",Dry,Summer,Medium,90
Soybean,Medium,Bore,Loamy,No,Compost,Tropical,Summer,Medium,86
Wheat,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Temperate,Autumn,Low,28
Maize,Less/No Rain,Other,Loamy,Yes,DAP,Dry,Spring,High,99
Millet,Less/No Rain,Bore,Loamy,Yes,"DAP, Compost",Dry,Summer,Low,56
Barley,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Spring,Medium,49
Barley,Medium,Rain,Loamy,Yes,None,Temperate,Spring,High,38
Cotton,Abundant,Other,Sandy,No,None,Tropical,Summer,Medium,50
Maize,Medium,Rain,Sandy,No,"DAP, Compost",Dry,Spring,Medium,60
Millet,Less/No Rain,Bore,Loamy,No,Potash,Dry,Summer,Low,93
Turmeric,Abundant,Other,Clay,No,None,Tropical,Summer,Medium,30
Barley,Medium,Rain,Loamy,Yes,Potash,Temperate,Spring,Medium,55
Sugarcane,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Spring,Medium,55
Maize,Less/No Rain,Other,Loamy,Yes,DAP,Dry,Summer,Low,91
Soybean,Medium,Rain,Sandy,Yes,Potash,Tropical,Summer,Medium,51
Cotton,Abundant,Other,Saline,No,Potash,Tropical,Summer,Medium,98
Grape,Medium,Bore,Sandy,Yes,"DAP, Compost",Temperate,Summer,Low,28
Turmeric,Abundant,Other,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,52
Grape,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,22
Grape,Medium,Other,Loamy,No,Compost,Temperate,Spring,High,34
Sugarcane,Abundant,Bore,Loamy,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,21
Wheat,Medium,Rain,Sandy,Yes,Compost,Temperate,Spring,Low,20
Grape,Medium,Bore,Sandy,Yes,DAP,Temperate,Spring,High,81
Maize,Medium,Other,Sandy,Yes,Urea,Temperate,Summer,Medium,88
Barley,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,75
Maize,Less/No Rain,Rain,Sandy,Yes,Compost,Dry,Summer,Low,76
Soybean,Medium,Other,Sandy,Yes,Compost,Tropical,Summer,High,29
Soybean,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Temperate,Summer,Low,41
Soybean,Medium,Bore,Loamy,Yes,"DAP, Compost",Tropical,Summer,High,85
Wheat,Medium,Bore,Sandy,Yes,DAP,Temperate,Autumn,High,53
Barley,Medium,Other,Loamy,Yes,Urea,Temperate,Spring,Medium,48
Sugarcane,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Summer,Medium,25
Cotton,Abundant,Other,Sandy,Yes,Potash,Dry,Summer,High,63
Wheat,Medium,Bore,Loamy,Yes,Compost,Temperate,Spring,Medium,46
Grape,Medium,Other,Sandy,Yes,"Urea, Potash",Tropical,Spring,Medium,93
Mango,Abundant,Other,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,59
Mango,Abundant,Rain,Loamy,Yes,Compost,Tropical,Spring,Medium,38
Rice,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Summer,Low,22
Soybean,Medium,Bore,Sandy,No,"Urea, Potash",Tropical,Summer,High,41
Wheat,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Autumn,Low,99
Grape,Medium,Rain,Sandy,Yes,Potash,Temperate,Spring,Medium,61
Wheat,Medium,Bore,Loamy,Yes,"Urea, Potash",Temperate,Autumn,Low,28
Mango,Abundant,Other,Loamy,Yes,Potash,Tropical,Spring,High,88
Turmeric,Abundant,Other,Loamy,No,Potash,Tropical,Autumn,Medium,29
Maize,Medium,Rain,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,Medium,33
Barley,Medium,Other,Sandy,No,DAP,Temperate,Spring,Medium,68
Cotton,Abundant,Other,Saline,No,Potash,Dry,Summer,High,58
Turmeric,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,Medium,99
Mango,Abundant,Rain,Sandy,Yes,Urea,Tropical,Summer,High,51
Barley,Medium,Bore,Sandy,Yes,Urea,Temperate,Spring,Low,67
Soybean,Medium,Rain,Sandy,No,"Urea, DAP, Potash",Temperate,Summer,High,81
Mango,Abundant,Rain,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,High,69
Wheat,Medium,Bore,Sandy,Yes,"DAP, Compost",Temperate,Spring,High,80
Grape,Medium,Rain,Loamy,No,"Urea, Potash",Tropical,Spring,Low,56
Millet,Less/No Rain,Rain,Loamy,Yes,DAP,Dry,Summer,Medium,29
Turmeric,Abundant,Rain,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,68
Mango,Abundant,Rain,Sandy,No,Urea,Tropical,Summer,Medium,65
Wheat,Medium,Bore,Sandy,Yes,Compost,Temperate,Autumn,Low,75
Millet,Less/No Rain,Rain,Loamy,No,"DAP, Compost",Dry,Summer,High,47
Barley,Medium,Bore,Loamy,Yes,DAP,Temperate,Spring,Low,44
Rice,Abundant,Other,Clay,No,Compost,Tropical,Summer,Medium,20
Rice,Abundant,Other,Silt,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,63
Turmeric,Abundant,Rain,Loamy,Yes,DAP,Tropical,Summer,High,57
Soybean,Medium,Other,Loamy,Yes,Urea,Tropical,Summer,Medium,54
Turmeric,Abundant,Bore,Clay,Yes,DAP,Tropical,Summer,Medium,29
Cotton,Abundant,Bore,Sandy,No,"Urea, Potash",Tropical,Summer,Low,45
Cotton,Abundant,Rain,Saline,No,Potash,Dry,Summer,Low,27
Turmeric,Abundant,Bore,Loamy,Yes,"DAP, Compost",Tropical,Summer,Medium,51
Wheat,Medium,Other,Sandy,Yes,"DAP, Compost",Temperate,Spring,Medium,87
Sugarcane,Abundant,Rain,Clay,No,Compost,Tropical,Summer,Low,96
Mango,Abundant,Other,Sandy,Yes,Potash,Tropical,Spring,High,49
Turmeric,Abundant,Rain,Loamy,Yes,Compost,Tropical,Autumn,High,65
Rice,Abundant,Rain,Silt,Yes,"DAP, Compost",Tropical,Summer,Low,31
Wheat,Medium,Rain,Loamy,No,Potash,Temperate,Autumn,Low,42
Sugarcane,Abundant,Other,Loamy,No,Potash,Tropical,Spring,High,22
Grape,Medium,Other,Loamy,No,DAP,Tropical,Spring,Low,81
Rice,Abundant,Other,Clay,Yes,Potash,Tropical,Summer,High,83
Cotton,Abundant,Rain,Sandy,No,"DAP, Compost",Tropical,Summer,High,29
Turmeric,Abundant,Bore,Clay,No,Potash,Tropical,Autumn,High,91
Rice,Abundant,Rain,Clay,No,None,Tropical,Summer,Low,81
Mango,Abundant,Rain,Sandy,No,"Urea, DAP, Potash",Tropical,Summer,High,41
Millet,Less/No Rain,Other,Sandy,Yes,Urea,Dry,Summer,High,22
Rice,Abundant,Bore,Silt,No,Potash,Tropical,Summer,High,66
Rice,Abundant,Other,Clay,No,DAP,Tropical,Summer,Low,75
Grape,Medium,Other,Sandy,Yes,Potash,Tropical,Summer,Medium,55
Cotton,Abundant,Other,Saline,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,28
Cotton,Abundant,Other,Saline,No,Urea,Dry,Summer,Medium,25
Sugarcane,Abundant,Bore,Clay,Yes,"DAP, Compost",Tropical,Summer,High,28
Mango,Abundant,Bore,Sandy,Yes,DAP,Tropical,Spring,Medium,26
Turmeric,Abundant,Bore,Clay,No,Urea,Tropical,Summer,Medium,42
Turmeric,Abundant,Bore,Loamy,Yes,DAP,Tropical,Summer,Low,75
Mango,Abundant,Other,Loamy,No,Compost,Tropical,Summer,Medium,26
Soybean,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,High,40
Grape,Medium,Bore,Loamy,Yes,"DAP, Compost",Tropical,Summer,High,41
Soybean,Medium,Other,Loamy,No,"DAP, Compost",Tropical,Summer,Low,43
Barley,Medium,Other,Sandy,No,"Urea, Potash",Temperate,Spring,Medium,72
Sugarcane,Abundant,Other,Loamy,No,Potash,Tropical,Summer,Medium,51
Maize,Medium,Other,Loamy,Yes,"DAP, Compost",Dry,Summer,Low,67
Cotton,Abundant,Other,Saline,Yes,"Urea, Potash",Dry,Summer,High,70
Cotton,Abundant,Rain,Saline,No,Compost,Dry,Summer,High,40
Turmeric,Abundant,Other,Loamy,Yes,Urea,Tropical,Autumn,Medium,47
Mango,Abundant,Rain,Sandy,Yes,Urea,Tropical,Summer,Low,64
Mango,Abundant,Bore,Sandy,No,Compost,Tropical,Spring,High,83
Wheat,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,Medium,43
Mango,Abundant,Other,Loamy,Yes,DAP,Tropical,Spring,Low,59
Millet,Less/No Rain,Bore,Loamy,No,"DAP, Compost",Dry,Summer,Medium,21
Cotton,Abundant,Rain,Saline,No,Compost,Tropical,Summer,High,46
Rice,Abundant,Rain,Clay,Yes,None,Tropical,Summer,High,97
Mango,Abundant,Other,Sandy,No,Potash,Tropical,Spring,Low,55
Barley,Medium,Rain,Loamy,No,DAP,Temperate,Spring,High,85
Millet,Less/No Rain,Other,Loamy,Yes,Urea,Dry,Summer,Low,37
Barley,Medium,Other,Loamy,Yes,DAP,Temperate,Spring,Low,74
Wheat,Medium,Bore,Sandy,No,Urea,Temperate,Autumn,Low,77
Cotton,Abundant,Rain,Saline,Yes,None,Tropical,Summer,Medium,74
Cotton,Abundant,Other,Sandy,Yes,Potash,Dry,Summer,Low,52
Maize,Less/No Rain,Rain,Sandy,Yes,"Urea, Potash",Temperate,Summer,High,65
Turmeric,Abundant,Rain,Loamy,No,"Urea, Potash",Tropical,Autumn,Medium,29
Grape,Medium,Other,Sandy,Yes,DAP,Tropical,Summer,High,30
Sugarcane,Abundant,Other,Loamy,No,Urea,Tropical,Summer,High,49
Maize,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Summer,High,39
Grape,Medium,Rain,Sandy,No,DAP,Tropical,Summer,Low,45
Barley,Medium,Rain,Sandy,Yes,Urea,Temperate,Spring,Medium,65
Rice,Abundant,Other,Clay,No,DAP,Tropical,Summer,High,92
Sugarcane,Abundant,Rain,Clay,Yes,Compost,Tropical,Summer,Low,62
Maize,Medium,Other,Sandy,Yes,None,Dry,Spring,High,74
Maize,Medium,Other,Loamy,No,"Urea, Potash",Dry,Spring,Medium,69
Soybean,Medium,Rain,Sandy,No,None,Tropical,Summer,Low,59
Millet,Less/No Rain,Other,Loamy,No,Urea,Dry,Summer,Low,27
Soybean,Medium,Bore,Sandy,Yes,DAP,Tropical,Summer,Low,31
Soybean,Medium,Other,Sandy,Yes,"Urea, Potash",Tropical,Summer,Medium,39
Soybean,Medium,Other,Loamy,No,"DAP, Compost",Temperate,Summer,High,36
Cotton,Abundant,Bore,Saline,Yes,"DAP, Compost",Dry,Summer,Medium,51
Sugarcane,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Spring,High,90
Maize,Medium,Rain,Sandy,Yes,None,Temperate,Summer,Medium,69
Millet,Less/No Rain,Rain,Sandy,No,Compost,Dry,Summer,Medium,98
Soybean,Medium,Bore,Loamy,No,None,Tropical,Spring,High,83
Barley,Medium,Bore,Sandy,No,"DAP, Compost",Temperate,Spring,Low,83
Mango,Abundant,Other,Sandy,Yes,Urea,Tropical,Spring,High,52
Grape,Medium,Other,Loamy,No,"Urea, Potash",Tropical,Summer,Low,36
Wheat,Medium,Rain,Loamy,Yes,None,Temperate,Spring,Medium,33
Soybean,Medium,Other,Sandy,Yes,Urea,Temperate,Spring,Medium,80
Sugarcane,Abundant,Rain,Clay,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,90
Millet,Less/No Rain,Rain,Sandy,Yes,Compost,Dry,Summer,High,20
Maize,Medium,Bore,Sandy,Yes,DAP,Dry,Summer,High,26
Maize,Less/No Rain,Rain,Sandy,Yes,"Urea, DAP, Potash",Dry,Spring,Medium,94
Rice,Abundant,Rain,Silt,No,Potash,Tropical,Summer,High,98
Millet,Less/No Rain,Rain,Sandy,Yes,Urea,Dry,Summer,Low,81
Mango,Abundant,Rain,Loamy,Yes,"Urea, DAP, Potash",Tropical,Spring,Medium,55
Wheat,Medium,Bore,Sandy,No,Urea,Temperate,Autumn,High,73
Sugarcane,Abundant,Other,Clay,Yes,None,Tropical,Summer,High,35
Rice,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Summer,Low,58
Millet,Less/No Rain,Other,Loamy,Yes,Urea,Dry,Summer,Medium,22
Maize,Less/No Rain,Other,Loamy,Yes,"Urea, DAP, Potash",Dry,Spring,Medium,40
Sugarcane,Abundant,Rain,Clay,Yes,"DAP, Compost",Tropical,Summer,High,63
Grape,Medium,Bore,Sandy,No,"Urea, Potash",Tropical,Spring,High,36
Grape,Medium,Bore,Loamy,Yes,"DAP, Compost",Temperate,Summer,Low,88
Rice,Abundant,Bore,Clay,No,Compost,Tropical,Summer,High,95
